300.0,0,560,53.0390468502
-2131.0,0,3191,283.329977606
457.0,0,513,55.0648463024
1119.0,1,951,82.0151120573
1744.0,1,526,55.3451817989
-5878.0,0,6868,784.455725395
1665.0,1,605,60.7654044635
-103.0,1,2173,195.963090814
86.0,0,744,73.1491486289
-1848.0,0,2588,189.259596379
1083.0,1,787,81.7157196871
-930.0,0,1330,135.496032459
1379.0,1,491,46.4158286109
1397.0,1,673,69.1349319543
-670.0,1,2740,269.974565379
1591.0,1,479,44.7637689059
-2554.0,0,3614,361.919158006
267.0,0,283,35.2556342485
-182.0,0,562,58.9365236703
523.0,0,447,41.4028254644
-56.0,0,446,40.18248896
449.0,0,331,34.0302355543
-117.0,0,257,30.4999039999
1504.0,1,566,54.2064042746
151.0,0,859,75.5130509147
-1093.0,0,1493,137.695212763
-152.0,0,542,53.0902691744
115.0,0,175,21.0123433583
1259.0,1,611,57.7249140559
-1881.0,0,2471,251.548568176
1485.0,1,585,60.8705244389
-1839.0,0,2589,219.925562652
375.0,0,95,13.7333008489
1776.0,1,294,32.5990555814
259.0,0,351,32.5447238428
504.0,0,266,29.604759318
-1373.0,0,1513,151.505097282
92.0,0,708,61.8900855839
1640.0,1,430,47.8266964427
-1190.0,0,1730,161.234431981
301.0,0,179,21.8949771068
-908.0,0,1718,157.330908545
